path,role,lines,module_description,imports,top_level_symbols
cli/testlookup_cli/commands/auth.py,implementation/configuration,75,"Auth commands — login, logout, whoami.",asyncio; rich.prompt; testlookup_cli; typer,login; logout; whoami
cli/testlookup_cli/commands/ci_verdict.py,implementation/configuration,213,``testlookup ci-verdict`` — gate CI on REAL failures only (US-5.2).,__future__; asyncio; testlookup_cli; testlookup_cli.verdict_logic; time; typer; typing,_fetch_run; _wait_for_completion; _fetch_failures; _fetch_manifest; _gather; _render_table; ci_verdict
cli/testlookup_cli/commands/deep.py,implementation/configuration,72,"Deep analysis commands — start, status, clusters, findings.",asyncio; testlookup_cli; testlookup_cli.errors; typer,start; status; clusters; findings
cli/testlookup_cli/commands/doctor.py,implementation/configuration,178,"Doctor command — one-shot, end-to-end diagnosis of a self-hoster's setup.",asyncio; testlookup_cli; testlookup_cli.errors; typer,_gather_checks; _print_human; doctor
cli/testlookup_cli/commands/health.py,implementation/configuration,57,Health check command.,asyncio; testlookup_cli; testlookup_cli.errors; typer,health
cli/testlookup_cli/commands/intelligence.py,implementation/configuration,59,"Intelligence commands — show, refresh.",asyncio; testlookup_cli; testlookup_cli.errors; typer,show; refresh
cli/testlookup_cli/commands/keys.py,implementation/configuration,65,"API key commands — create, list, revoke.",asyncio; testlookup_cli; testlookup_cli.errors; typer,create; list_keys; revoke
cli/testlookup_cli/commands/projects.py,implementation/configuration,39,"Project commands — list, get.",asyncio; testlookup_cli; testlookup_cli.errors; typer,list_projects; get_project
cli/testlookup_cli/commands/reports.py,implementation/configuration,48,"Report commands — pdf, share.",asyncio; pathlib; testlookup_cli; testlookup_cli.errors; typer,pdf; share
cli/testlookup_cli/commands/reviews.py,implementation/configuration,113,"Review commands — list, accept, reject (architecture E8.4, section 8.3).",asyncio; testlookup_cli; testlookup_cli.config; testlookup_cli.errors; typer; typing,_require_user_login; list_reviews; accept; reject
cli/testlookup_cli/commands/runs.py,implementation/configuration,53,"Run commands — list, get.",asyncio; testlookup_cli; testlookup_cli.errors; typer,list_runs; get_run
cli/testlookup_cli/commands/search.py,implementation/configuration,44,Search command — global search across entities.,asyncio; testlookup_cli; testlookup_cli.errors; typer,search
cli/testlookup_cli/commands/tests.py,implementation/configuration,106,"Test case commands — list, get.",asyncio; testlookup_cli; testlookup_cli.errors; typer,list_tests; _flatten_steps; get_test
cli/testlookup_cli/commands/upload.py,implementation/configuration,602,Upload test result files to TestLookup for ingestion and AI analysis.,asyncio; datetime; email.utils; httpx; json; pathlib; testlookup_cli; testlookup_cli.ci_context; testlookup_cli.commit_range; testlookup_cli.config; testlookup_cli.errors; time; typer; typing,UploadNotFinished; parse_retry_after; next_retry_delay; _outcome; _raise_if_refused; _validate_format; upload_file; upload_dir; _build_form_data; _upload_file; _poll_is_transient; _wait_for_upload
cli/testlookup_cli/commit_range.py,implementation/configuration,867,Commit-range collection from local git for the TestLookup CLI (US-8.1 follow-up).,__future__; json; logging; os; re; subprocess; typing,_flag; _safe_ref; _clip; _candidate_refs; _GitResult; _run_git; _git; _rev_parse_result; _rev_parse; _is_shallow; _resolve_ref; _default_branch_ref; _fallback_base; _read_event_payload; detect_ci_base_ref; is_collection_enabled; _user_base; _commit_dict; _parse_log; _LogResult; _log_commits; CommitRangeOutcome; _outcome; diagnose_commit_range; collect_commit_range; resolve_commit_range
cli/testlookup_cli/config.py,implementation/configuration,126,"CLI configuration — profiles, config dir, and environment resolution.",json; os; pathlib; platformdirs; tempfile; typing,_ensure_config_dir; _write_private; _load_profiles; _save_profiles; get_active_profile_name; set_active_profile; get_profile; save_profile; delete_profile; list_profiles
cli/testlookup_cli/errors.py,implementation/configuration,67,CLI error handling — maps HTTP errors to user-friendly messages and exit codes.,httpx,CLIError; exit_code_for; map_http_error; map_connection_error
cli/testlookup_cli/output.py,implementation/configuration,123,"Output formatting — table, JSON, YAML modes.",json; rich.console; rich.table; sys; typing; yaml,print_json; print_yaml; print_table; render; _glyph; print_success; print_error; print_warning; print_review_notice
cli/testlookup_cli/verdict_logic.py,implementation/configuration,125,Pure partition logic for ``testlookup ci-verdict`` (US-5.2).,__future__; hashlib; typing,compute_fingerprint; _norm; partition_failures; verdict_exit_code; build_verdict
cli/tests/conftest.py,test,7,Make the CLI package importable when running ``pytest cli/tests`` from the,pathlib; sys,
cli/tests/test_auth_login_contract.py,test,143,``testlookup auth login`` could not succeed against any server.,__future__; asyncio; inspect; pytest; testlookup_cli; testlookup_cli.commands,_Resp; _Client; test_login_posts_form_encoded_not_json; test_login_targets_the_expected_path; test_url_option_defaults_from_the_environment; test_env_url_is_actually_used; test_a_failed_login_still_raises
cli/tests/test_client_connection_errors.py,test,234,"An unreachable server must produce an actionable message, not a raw traceback.",__future__; asyncio; httpx; pytest; testlookup_cli; testlookup_cli.commands; testlookup_cli.errors,_RaisingClient; _Resp; _StatusClient; _isolate_config; _patch_raising; test_map_connect_error_is_actionable; test_map_timeout_keeps_timeout_exit_code; test_map_connection_error_without_base_url_omits_where; test_request_maps_connect_error; test_request_maps_timeout; test_download_maps_connect_error; test_status_errors_still_flow_through_map_http_error; test_bad_request_uses_the_validation_exit_code; test_request_surfaces_server_detail; test_download_surfaces_server_detail; test_download_non_json_error_body_does_not_crash; test_upload_maps_connect_error
cli/tests/test_command_exit_codes.py,test,43,Commands must expose the stable error codes produced by the shared client.,__future__; pytest; testlookup_cli; testlookup_cli.app; testlookup_cli.errors; typer.testing,test_commands_preserve_mapped_client_exit_codes; test_generic_exceptions_keep_the_general_failure_code
cli/tests/test_doctor.py,test,172,"``testlookup doctor`` must give a fresh self-hoster a single, ordered verdict",__future__; asyncio; json; testlookup_cli.app; testlookup_cli.commands; testlookup_cli.errors; typer.testing,_fake_profile; _patch_profile; _patch_request; _statuses; test_no_url_fails_and_short_circuits; test_unreachable_server_fails_and_skips_auth; test_reachable_but_no_credentials_warns; test_all_green; test_rejected_credentials_fail_auth; test_non_auth_error_on_probe_is_a_warning; test_cli_exit_zero_when_reachable_unauthenticated; test_cli_exit_one_when_server_unreachable; test_cli_json_output_is_machine_readable; test_doctor_registered_on_app
cli/tests/test_error_body_snippet.py,test,103,A non-JSON error body must reach the operator.,__future__; httpx; pytest; testlookup_cli.client; testlookup_cli.errors,_resp; test_the_proxy_text_reaches_the_message; test_a_json_detail_still_wins; test_an_html_error_page_is_not_dumped_into_the_terminal; test_a_long_body_is_capped_and_collapsed; test_an_empty_body_adds_nothing; test_a_json_body_without_detail_falls_back_to_the_snippet; test_a_non_object_json_body_does_not_crash
cli/tests/test_health_command.py,test,164,``testlookup health`` must surface *which* dependency is down.,__future__; asyncio; httpx; json; pytest; testlookup_cli; testlookup_cli.app; testlookup_cli.errors; typer.testing,_Resp; _StatusClient; _isolate_config; test_request_returns_503_body_when_not_raising; test_request_still_raises_by_default_on_503; test_request_non_json_error_body_still_maps_cleanly; test_health_degraded_surfaces_failing_dependency; test_health_ready_exits_zero; test_health_unreachable_server_exits_one; test_health_registered_on_app
cli/tests/test_output_console_encoding.py,test,102,CLI output must not crash on a console that cannot encode its glyphs.,__future__; os; pytest; subprocess; sys; testlookup_cli,_run; test_helpers_survive_a_legacy_console; test_helpers_still_work_on_utf8; TestGlyphSelection
cli/tests/test_profile_file_permissions.py,test,117,CLI profiles hold API keys and tokens: owner-only and atomic (re-audit L5).,json; os; pytest; stat; testlookup_cli,cfg; _mode; test_a_saved_profile_is_owner_only_even_over_a_world_readable_file; test_the_active_profile_file_is_owner_only; test_the_posix_branch_restricts_the_temp_file_before_any_secret_is_written; test_windows_does_not_chmod_and_still_saves; test_a_failed_write_keeps_the_old_file_and_leaves_no_temp_file; test_profiles_round_trip; test_the_active_profile_is_written_through_the_private_writer
cli/tests/test_reviews_commands.py,test,143,E8.4 (slice 4): the CLI surface of the human review gate.,__future__; json; pytest; testlookup_cli; testlookup_cli.app; testlookup_cli.commands; typer.testing,api; _run; _flat; test_list_reads_the_open_queue_by_default; test_list_all_sends_no_state_filter; test_list_rejects_an_unknown_state_without_calling_the_api; test_an_api_key_profile_cannot_settle_a_review; test_accept_posts_the_notes_on_a_user_login; test_reject_posts_the_reason_code; test_reject_refuses_an_unknown_reason_without_calling_the_api; test_intelligence_json_keeps_stdout_clean_and_puts_the_notice_on_stderr; test_intelligence_without_a_review_block_says_unknown
cli/tests/test_search_truthfulness.py,test,26,Global-search consumers must not turn partial evidence into exact zero.,__future__; testlookup_cli; testlookup_cli.app; typer.testing,test_search_warns_and_marks_a_partial_total
cli/tests/test_upload_commit_range.py,test,171,CLI wiring for local-git commit-range collection (US-8.1 follow-up).,__future__; json; pathlib; pytest; subprocess; testlookup_cli.app; testlookup_cli.commands; testlookup_cli.commit_range; typer.testing,result_file; captured; test_form_carries_commit_range_as_a_json_array; test_form_omits_commit_range_when_there_is_nothing_to_send; test_collection_runs_by_default; test_no_commit_range_flag_disables_collection; test_commit_range_base_flag_is_passed_through; test_upload_dir_collects_the_range_once; test_output_json_stdout_is_a_single_json_document; test_collector_writes_nothing_to_stdout
cli/tests/test_upload_dir_exit_code.py,test,74,`upload dir` must fail the command (non-zero exit) when any file fails.,__future__; pathlib; pytest; testlookup_cli.app; testlookup_cli.commands; typer.testing,_no_git; _make_dir; test_upload_dir_exits_nonzero_when_every_file_fails; test_upload_dir_exits_nonzero_on_partial_failure; test_upload_dir_exits_zero_when_all_succeed
cli/tests/test_upload_format_validation.py,test,109,"``--format`` is validated locally, before any network round-trip.",__future__; pathlib; pytest; testlookup_cli.app; testlookup_cli.commands; typer.testing,_no_git; _make_file; _make_dir; test_supported_formats_match_backend_ingest_gate; test_upload_file_rejects_unknown_format_without_network; test_upload_dir_rejects_unknown_format_without_network; test_upload_file_accepts_every_supported_format
cli/tests/test_upload_retry_and_wait.py,test,515,"`testlookup upload` retries a server shedding load, and can wait for the outcome.",__future__; asyncio; datetime; email.utils; httpx; json; pathlib; pytest; testlookup_cli.app; testlookup_cli.commands; testlookup_cli.errors; typer.testing; types,_Resp; _Client; fake; _report; _upload; test_retry_after_in_seconds; test_retry_after_as_an_http_date; test_the_servers_retry_after_wins_exactly; test_without_retry_after_the_delay_doubles_from_the_base; test_no_retry_past_the_total_budget; test_a_429_is_retried_after_the_servers_retry_after; test_a_503_without_retry_after_backs_off_from_the_base; test_a_client_error_is_not_retried; test_upload_http_errors_keep_the_stable_exit_code; test_upload_file_command_preserves_http_exit_codes; test_retries_stop_at_the_total_budget; test_wait_polls_until_the_upload_succeeds; test_wait_returns_a_refusal_with_its_reason; test_wait_gives_up_at_its_timeout; test_a_status_not_yet_written_is_waited_for; test_an_unknown_upload_fails_after_the_grace_period; _dropped; test_a_transient_answer_while_polling_is_not_yet; test_a_dropped_connection_while_polling_is_not_yet; test_a_polls_retry_after_is_honoured; test_retry_after_zero_does_not_poll_in_a_hot_loop; test_a_fractional_retry_after_is_floored_too; test_the_last_poll_comes_at_the_deadline_not_after_it; test_an_answer_that_cannot_change_fails_the_wait_at_once; test_transient_answers_until_the_deadline_fail_with_the_last_one; test_a_server_unreachable_until_the_deadline_fails_as_unreachable; test_upload_file_with_wait_survives_a_rollout; cli; test_upload_file_with_wait_fails_when_the_report_is_refused; test_upload_file_with_wait_reports_the_ingest; test_upload_file_without_wait_does_not_poll; test_upload_dir_with_wait_fails_when_any_report_is_refused; dir_upload; _wait_dir; test_upload_dir_waits_once_for_every_file_not_once_per_file; test_upload_dir_names_only_the_files_that_did_not_finish; test_upload_dir_within_the_deadline_succeeds
